Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasMedCmp,PasMedAtt,PasLonCmp,PasLonAtt,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,OG,Recov,AerWon,AerLost,Market Value,Market Value Euros,90s,SoT%,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,TklDri%,ToSuc%,ToTkl%,AerWon%,Market Value Log,Goals_per90,Assists_per90,SCA_per90,GCA_per90,PasProg_per90,Carries_per90,Tkl_per90,Int_per90,Age_Premium,Superstar_Index,Elite_Market_Signal,Potential_Score
Samuel Gigot,FRA,DF,Marseille,Ligue 1,29,17,16,1271,2,0.21,9.523809523809524,9.523809523809524,7.8,0.0,0.0,0.0,49.7,56.8,876.5,268.1,18.3,20.3,26.6,28.9,3.26,5.6,0.14,0.28,3.26,0.14,0.0,3.83,56.8,54.3,2.41,1.49,0.0,0.0,0.07,0.35,0.0,0.0,0.0,0.0,49.7,0.14,0.07,0.99,0.92,0.0,0.0,0.07,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,1.99,1.06,0.99,0.85,0.14,0.5,0.71,0.21,1.35,0.35,0.99,2.55,4.54,3.69,0.07,68.4,7.59,28.9,34.3,5.82,1.63,68.4,0.57,0.28,0.21,48.2,306.3,184.5,1.77,1.63,0.0,0.57,0.21,45.0,1.13,0.28,0.14,0.07,1.99,0.85,0.07,0.07,1.06,0.0,0.0,4.82,2.13,0.85,€1.50m,1500000.0,14.122222222222222,10.5,87.50000000000001,90.14778325123153,92.0415224913495,58.214285714285715,70.42253521126761,49.12280701754387,36.8421052631579,71.47651006711409,14.220976332738882,0.14162077104642015,0.00991345397324941,0.07010228166797797,0.01982690794649882,0.2712037765538946,3.413060582218726,0.14091266719118806,0.18056648308418569,1.0,0.09566483084185681,0.09566483084185681,4
Samuel Iling-Junior,ENG,DFMF,Juventus,Serie A,19,6,0,105,0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,23.3,28.3,385.8,136.7,11.7,14.2,10.0,11.7,0.83,1.67,0.83,1.67,1.67,1.67,0.83,3.33,28.3,26.7,1.67,0.83,0.0,0.0,1.67,0.0,0.83,0.0,0.83,0.0,23.3,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.0,0.0,0.0,0.0,1.67,0.83,0.83,0.0,0.83,1.67,1.67,0.0,0.83,0.0,0.83,0.83,2.5,2.5,0.0,45.8,0.83,10.8,14.2,22.5,0.0,45.8,4.17,0.83,2.5,23.3,212.5,95.8,4.17,5.83,0.0,4.17,1.67,25.0,7.5,0.83,0.0,0.0,3.33,0.83,0.0,1.67,0.83,0.0,0.0,6.67,0.83,0.83,€8.00m,8000000.0,1.1666666666666667,0.0,82.3321554770318,82.3943661971831,85.47008547008548,49.700598802395206,100.0,19.90407673860911,59.95203836930456,50.0,15.894952224644102,0.0,0.7114285714285713,2.854285714285714,0.7114285714285713,2.854285714285714,19.97142857142857,1.4314285714285713,0.7114285714285713,1.8,1.1052857142857142,1.9895142857142856,10
Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,26,19,13,1161,0,0.31,0.0,0.0,16.9,0.0,0.0,0.0,34.7,40.9,573.1,149.7,15.0,17.1,14.7,16.2,3.02,4.11,0.16,0.62,4.11,0.47,0.08,5.27,40.9,40.2,0.62,0.47,0.0,0.31,0.31,0.16,0.0,0.0,0.0,0.0,34.7,0.08,0.93,1.78,1.71,0.0,0.0,0.0,0.08,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.64,1.71,1.09,1.16,0.39,0.7,1.78,1.09,0.85,0.16,0.7,1.16,3.8,0.47,0.0,50.5,2.09,9.61,32.0,9.3,1.47,50.5,0.7,0.23,0.31,36.0,187.3,91.2,1.16,0.93,0.08,0.93,0.54,32.8,2.02,0.39,0.0,0.0,1.09,0.78,0.0,0.31,1.71,0.0,0.0,5.19,1.09,1.71,€1.20m,1200000.0,12.9,0.0,84.84107579462103,87.71929824561403,90.74074074074075,73.47931873479318,39.32584269662921,32.85714285714286,44.28571428571429,38.92857142857144,13.997832948091215,0.0,0.012403100775193798,0.13798449612403102,0.012403100775193798,0.4085271317829457,2.7906976744186047,0.20465116279069767,0.08992248062015502,1.0,0.0727906976744186,0.0727906976744186,4
Samuel Sáiz,ESP,MF,Girona,La Liga,32,8,1,240,2,0.37,5.405405405405405,5.405405405405405,26.2,0.0,0.74,0.74,45.2,60.0,704.8,176.3,26.3,30.4,13.3,17.0,3.7,5.56,0.0,1.11,4.81,2.59,0.74,6.3,60.0,55.6,2.59,0.0,0.74,0.37,2.22,0.37,0.37,0.0,0.37,0.0,45.2,1.85,2.22,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.74,0.0,0.37,0.74,0.37,1.11,0.0,1.11,0.0,0.74,0.37,0.37,71.1,0.0,7.78,36.3,27.8,2.59,70.4,3.33,1.11,2.22,48.1,264.1,90.4,1.85,1.85,0.74,3.7,1.48,57.0,6.67,0.37,0.0,0.0,1.11,1.48,0.74,2.22,0.74,0.0,0.0,5.56,0.74,1.11,€50k,50000.0,2.6666666666666665,18.5,75.33333333333334,86.51315789473685,78.23529411764706,66.54676258992806,50.0,33.333333333333336,66.66666666666667,40.0,10.819798284210286,0.75,0.0,0.8325000000000001,0.0,2.3625000000000003,18.0375,0.2775,0.0,1.0,0.66525,0.66525,4
Samuele Birindelli,ITA,DF,Monza,Serie A,23,18,10,880,0,0.31,0.0,0.0,17.1,0.0,0.0,0.0,37.1,51.0,641.4,183.7,17.7,20.6,15.7,21.0,3.16,7.04,0.1,1.43,1.94,1.22,0.92,2.55,51.0,42.7,8.37,0.41,0.0,0.31,5.61,7.96,0.0,0.0,0.0,0.0,37.1,0.0,1.12,2.65,2.24,0.0,0.1,0.2,0.1,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2.04,1.02,1.22,0.61,0.2,1.33,1.73,0.41,1.73,0.51,1.22,1.22,3.27,1.63,0.0,62.7,2.86,15.3,25.2,23.1,2.35,62.7,1.53,0.61,0.82,31.8,210.1,109.6,3.98,2.35,0.41,1.73,0.71,38.7,8.88,0.31,0.0,0.0,0.82,0.92,0.2,5.61,1.02,0.0,0.0,4.9,0.2,0.51,€2.50m,2500000.0,9.777777777777779,0.0,72.74509803921569,85.92233009708737,74.76190476190476,44.88636363636364,76.878612716763,39.869281045751634,53.59477124183007,28.169014084507044,14.731801689838349,0.0,0.010227272727272727,0.27102272727272725,0.041931818181818174,0.2607954545454545,3.252272727272727,0.20863636363636362,0.12477272727272726,1.4,0.08861931818181817,0.12406704545454543,7
Samuele Ricci,ITA,MF,Torino,Serie A,21,15,13,1197,1,0.3,3.3333333333333335,3.3333333333333335,22.2,0.0,0.0,0.0,46.7,52.6,795.6,189.7,21.2,23.5,20.3,21.6,3.53,4.59,0.08,0.6,4.74,0.6,0.08,4.74,52.6,50.2,2.11,1.88,0.15,0.3,0.68,0.08,0.15,0.08,0.08,0.0,46.7,0.23,0.53,1.88,1.5,0.0,0.08,0.15,0.15,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,1.13,0.53,0.53,0.3,0.3,0.75,0.9,0.15,1.13,0.3,0.83,0.75,1.88,1.05,0.0,60.8,2.41,10.9,39.3,11.1,0.38,60.8,1.13,0.38,0.53,38.7,205.2,89.3,1.88,1.28,0.08,0.9,0.83,43.4,0.9,0.3,0.0,0.0,0.98,2.63,0.0,0.68,0.53,0.0,0.0,6.32,0.38,0.38,€25.00m,25000000.0,13.3,30.0,88.78326996197718,90.2127659574468,93.98148148148148,76.90631808278867,83.33333333333333,33.6283185840708,46.90265486725664,50.0,17.034386422832473,0.07518796992481203,0.006015037593984962,0.1413533834586466,0.006015037593984962,0.35639097744360904,2.909774436090226,0.08496240601503759,0.05639097744360902,1.8,0.09233082706766918,0.16619548872180454,10
Samuele Vignato,ITA,FWMF,Monza,Serie A,18,3,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,65.0,815.0,75.0,25.0,25.0,20.0,25.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,40.0,40.0,15.0,80.0,5.0,0.0,5.0,55.0,200.0,115.0,5.0,0.0,0.0,5.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,€2.50m,2500000.0,0.2,0.0,84.61538461538461,100.0,80.0,100.0,0.0,0.0,100.0,0.0,14.731801689838349,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,1.8,0.0,0.0,10
Sandi Lovri?,SVN,MF,Udinese,Serie A,24,20,12,1048,2,0.43,4.651162790697675,4.651162790697675,22.6,0.17,0.0,0.0,34.4,43.1,576.0,158.0,16.5,18.7,11.7,14.1,3.79,6.81,0.09,1.81,4.74,1.12,0.34,5.09,43.1,40.3,2.5,1.12,0.17,0.86,3.28,0.26,1.12,0.26,0.52,0.0,34.4,0.26,0.6,3.53,2.41,0.43,0.26,0.26,0.09,0.09,0.34,0.26,0.0,0.09,0.0,0.0,0.0,2.07,0.86,0.6,0.95,0.52,1.21,1.81,0.6,0.69,0.0,0.69,0.69,2.76,1.12,0.0,56.6,1.55,7.76,28.6,21.2,2.41,56.6,1.64,0.52,0.95,34.5,179.1,76.6,1.64,1.72,0.43,2.41,0.86,38.2,4.22,0.17,0.0,0.0,1.38,1.03,0.09,3.28,0.86,0.0,0.0,6.03,0.17,0.43,€4.50m,4500000.0,11.644444444444444,21.5,79.81438515081206,88.23529411764707,82.97872340425532,55.65345080763583,66.85082872928176,31.70731707317073,57.92682926829268,28.33333333333334,15.319588176962746,0.1717557251908397,0.007729007633587786,0.3031488549618321,0.029198473282442752,0.437118320610687,2.9627862595419847,0.1777671755725191,0.05925572519083969,1.4,0.17038167938931298,0.23853435114503815,7
Sandro Tonali,ITA,MF,Milan,Serie A,22,19,17,1563,2,0.57,3.5087719298245617,3.5087719298245617,22.1,0.23,0.0,0.0,29.9,42.0,556.2,189.1,12.2,15.1,12.4,15.6,4.25,8.62,0.23,1.95,3.85,1.03,0.23,4.02,42.0,35.9,5.57,2.99,0.29,0.29,3.39,0.63,1.84,0.63,0.98,0.0,29.9,0.46,0.75,3.33,1.84,0.86,0.11,0.29,0.11,0.11,0.46,0.23,0.11,0.06,0.06,0.0,0.0,1.84,1.15,1.03,0.63,0.17,0.75,1.38,0.63,0.86,0.29,0.57,1.15,2.99,0.63,0.06,51.0,1.38,10.9,26.6,14.3,0.98,51.0,0.63,0.23,0.34,24.7,155.3,80.4,2.01,0.98,0.06,1.49,0.4,30.0,2.64,0.34,0.0,0.0,1.09,0.98,0.17,3.39,1.15,0.0,0.0,5.8,0.52,0.69,€80.00m,80000000.0,17.366666666666667,28.499999999999996,71.19047619047618,80.79470198675497,79.48717948717949,49.30394431554525,54.34782608695653,36.50793650793651,53.968253968253975,42.97520661157025,18.197537205138154,0.11516314779270632,0.013243761996161228,0.19174664107485603,0.026487523992322456,0.2314779270633397,1.4222648752399232,0.10595009596928982,0.06621880998080613,1.8,0.108426103646833,0.1951669865642994,7
Sanoussy Ba,GER,DF,RB Leipzig,Bundesliga,19,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,€300k,300000.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.611541086966115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,10
Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,26,18,12,1116,1,0.16,6.25,6.25,15.5,0.0,0.0,0.0,37.6,44.5,627.8,186.8,18.2,20.4,15.3,17.8,2.98,3.87,0.0,1.21,4.6,0.56,0.0,6.53,44.5,43.2,1.21,0.97,0.0,0.73,0.4,0.16,0.0,0.0,0.0,0.0,37.6,0.08,0.97,3.23,2.66,0.0,0.24,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,1.85,1.13,1.85,0.08,1.61,2.98,1.37,1.29,0.08,1.21,1.37,4.44,0.48,0.0,56.4,1.05,8.31,34.3,14.3,2.1,56.4,1.85,0.97,0.73,31.0,164.4,83.9,1.05,1.45,0.16,1.13,1.29,36.9,2.34,0.16,0.0,0.0,1.94,1.05,0.16,0.4,1.85,0.0,0.0,6.53,1.05,1.85,€8.00m,8000000.0,12.4,16.0,84.49438202247191,89.2156862745098,85.95505617977528,77.00258397932816,54.0268456375839,52.43243243243243,39.45945945945945,36.206896551724135,15.894952224644102,0.08064516129032258,0.0,0.26048387096774195,0.0,0.5266129032258065,2.5,0.2467741935483871,0.11048387096774194,1.0,0.13298387096774195,0.13298387096774195,4
Santiago Arzamendia,PAR,MFDF,Cádiz,La Liga,24,8,3,299,0,0.3,0.0,0.0,17.5,0.0,0.0,0.0,24.2,37.3,386.7,169.4,13.0,16.7,7.58,11.2,2.12,4.85,0.0,1.52,2.42,0.91,0.0,2.42,37.3,31.5,5.76,0.61,0.0,0.3,1.82,4.85,0.3,0.3,0.0,0.0,24.2,0.0,2.73,1.82,1.52,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.21,0.91,0.3,0.3,1.21,3.64,2.42,2.42,0.0,2.42,0.3,1.82,2.42,0.3,50.0,3.03,16.1,21.8,12.7,1.52,50.0,1.52,0.61,0.91,22.4,88.8,49.7,1.52,0.91,0.61,1.82,0.61,22.1,4.24,0.0,0.0,0.0,0.91,0.3,0.0,1.82,1.21,0.0,0.0,8.18,1.52,1.82,€2.50m,2500000.0,3.3222222222222224,0.0,64.87935656836461,77.84431137724552,67.67857142857143,43.711340206185575,33.24175824175824,40.13157894736842,59.86842105263158,45.50898203592815,14.731801689838349,0.0,0.0,0.5478260869565217,0.0,0.7284280936454849,6.742474916387959,0.45752508361204014,0.0903010033444816,1.4,0.18240802675585283,0.25537123745819396,7
Santiago Ascacíbar,ARG,MF,Cremonese,Serie A,25,13,7,727,0,0.37,0.0,0.0,27.2,0.0,0.0,0.0,44.2,53.7,753.1,270.2,22.5,25.6,16.7,17.9,4.2,6.91,0.0,0.99,6.17,0.86,0.25,5.06,53.7,50.9,2.59,1.36,0.0,0.49,0.62,0.62,0.62,0.0,0.37,0.0,44.2,0.25,1.11,3.09,2.1,0.12,0.0,0.86,0.0,0.0,0.37,0.12,0.0,0.0,0.25,0.0,0.0,3.7,1.73,2.22,1.23,0.25,1.85,3.95,2.1,1.73,0.25,1.48,1.6,5.31,1.36,0.0,68.4,3.21,22.0,34.6,12.3,0.49,68.4,1.11,0.49,0.49,31.4,120.5,54.6,0.12,0.37,0.0,0.99,0.49,38.8,0.74,0.12,0.0,0.0,1.36,1.11,0.0,0.62,1.73,0.0,0.0,7.65,1.23,2.47,€7.00m,7000000.0,8.077777777777778,0.0,82.30912476722533,87.890625,93.29608938547487,60.781476121562946,46.835443037974684,44.144144144144136,44.144144144144136,33.24324324324324,15.76142084987672,0.0,0.0,0.38253094910591473,0.04580467675378267,0.6264099037138927,3.887207702888583,0.45804676753782675,0.19807427785419535,1.4,0.14601788170563962,0.20442503438789544,4
Santiago Bueno,URU,DF,Girona,La Liga,24,20,20,1787,0,0.1,0.0,0.0,12.4,0.0,0.0,0.0,50.6,58.3,1004.4,346.0,16.6,18.1,27.3,29.6,6.08,9.15,0.05,0.25,4.57,0.15,0.05,4.82,58.3,55.8,2.41,2.01,0.05,0.75,0.15,0.4,0.0,0.0,0.0,0.0,50.6,0.05,0.35,0.75,0.55,0.0,0.05,0.1,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.91,1.06,1.11,0.8,0.0,0.75,0.85,0.1,0.9,0.7,0.2,1.06,2.96,2.51,0.0,66.0,5.43,31.2,33.4,1.76,0.6,66.0,0.2,0.1,0.0,41.7,218.4,139.6,0.6,0.25,0.0,0.15,0.0,47.0,0.1,0.2,0.05,0.05,1.16,1.01,0.1,0.15,1.06,0.05,0.0,4.52,2.31,1.36,€10.00m,10000000.0,19.855555555555554,0.0,86.79245283018868,91.71270718232044,92.22972972972973,66.44808743169399,88.23529411764706,50.0,0.0,62.942779291553144,16.118095750958314,0.0,0.0025181869054280923,0.03777280358142138,0.0050363738108561845,0.24275321768326807,2.100167879127029,0.09619473978735311,0.05338556239507555,1.4,0.03308897593732513,0.04632456631225518,7
Sardar Azmoun,IRN,MFFW,Leverkusen,Bundesliga,28,10,2,311,0,1.14,0.0,0.0,11.3,0.0,0.0,0.0,14.6,24.9,208.3,83.1,8.29,12.6,3.43,6.0,1.14,2.29,0.0,2.0,2.29,0.29,0.0,2.86,24.9,23.4,1.14,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,14.6,0.29,0.29,3.43,3.14,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.57,0.29,0.57,0.29,0.29,0.86,0.57,0.57,0.0,0.57,0.29,1.43,0.57,0.0,36.6,0.57,3.43,18.6,15.4,7.14,36.6,0.57,0.29,0.29,19.1,60.0,23.1,0.86,0.86,1.14,3.43,1.71,28.9,6.57,0.29,0.0,0.0,2.29,0.0,0.57,0.0,0.57,0.0,0.0,4.0,3.43,3.43,€7.00m,7000000.0,3.4555555555555557,0.0,58.634538152610446,65.7936507936508,57.166666666666664,49.78165938864628,33.72093023255814,50.877192982456144,50.877192982456144,50.0,15.76142084987672,0.0,0.0,0.9926045016077171,0.0,0.827652733118971,5.527331189710611,0.3299035369774919,0.08392282958199355,1.0,0.28128617363344055,0.28128617363344055,4
Sargis Adamyan,ARM,FWMF,Köln,Bundesliga,29,16,3,471,1,1.73,0.5780346820809249,0.5780346820809249,13.7,0.0,0.0,0.0,18.1,25.0,301.2,73.5,9.04,10.6,7.31,10.0,1.54,2.31,0.19,1.35,0.96,1.92,0.38,3.65,25.0,22.1,2.69,0.0,0.19,0.19,1.92,1.15,0.0,0.0,0.0,0.0,18.1,0.19,0.38,3.27,2.5,0.0,0.0,0.77,0.0,0.0,0.38,0.19,0.0,0.0,0.19,0.0,0.0,1.92,1.15,0.77,0.38,0.77,0.77,1.92,1.15,1.35,0.0,1.35,0.38,2.31,0.58,0.0,42.7,0.77,4.23,17.7,21.9,7.69,42.7,4.04,0.77,2.69,24.0,135.2,52.3,1.54,0.96,0.77,3.65,2.69,27.7,8.65,0.38,0.0,0.0,2.31,0.77,0.58,1.92,1.15,0.0,0.0,5.38,1.54,3.85,€300k,300000.0,5.233333333333333,173.0,72.4,85.28301886792453,73.1,66.66666666666666,40.10416666666667,19.05940594059406,66.58415841584159,28.57142857142857,12.611541086966115,0.19108280254777069,0.03630573248407643,0.6248407643312102,0.07261146496815286,0.697452229299363,4.585987261146497,0.3668789808917197,0.07261146496815286,1.0,0.2797452229299363,0.2797452229299363,4
Sasa Kalajdzic,AUT,FW,Wolves,Premier League,25,4,4,278,0,0.38,0.0,0.0,7.6000000000000005,0.0,0.0,0.0,19.4,32.2,317.0,66.2,9.309999999999999,15.5,7.38,10.46,1.54,1.92,1.15,2.31,1.15,0.0,0.0,1.54,32.2,31.1,1.15,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,2.77,3.46,3.46,0.0,0.0,0.0,0.0,0.0,1.15,1.15,0.0,0.0,0.0,0.0,0.0,1.15,0.77,0.0,0.38,0.77,0.38,1.15,0.77,0.38,0.0,0.38,2.0,3.15,0.0,0.0,46.7,0.0,5.54,18.9,22.2,10.92,46.7,0.38,0.0,0.38,15.9,39.3,11.379999999999999,0.0,0.0,0.0,3.92,1.15,35.4,7.0,0.38,0.0,0.0,2.31,2.38,0.0,0.0,0.77,0.0,0.0,4.77,3.46,3.46,€2.00m,2000000.0,3.088888888888889,0.0,60.24844720496893,60.064516129032256,70.55449330783938,80.20833333333334,33.04347826086957,0.0,100.0,50.0,14.508658238524095,0.0,0.37230215827338126,1.1201438848920864,0.37230215827338126,0.4985611510791367,5.147482014388489,0.37230215827338126,0.6474820143884892,1.4,0.4041906474820144,0.5658669064748201,4
Saîf-Eddine Khaoui,TUN,MFFW,Clermont Foot,Ligue 1,27,22,16,1418,2,0.63,3.1746031746031744,3.1746031746031744,23.4,0.25,0.0,0.0,22.9,32.7,350.0,124.6,11.7,14.7,7.53,10.0,1.9,4.87,0.19,1.71,2.15,0.44,0.06,3.1,32.7,29.0,3.29,1.2,0.06,0.06,2.41,0.0,2.09,0.7,0.89,0.0,22.9,0.44,0.95,2.97,1.77,0.63,0.13,0.19,0.25,0.0,0.25,0.13,0.0,0.06,0.06,0.0,0.0,1.9,1.01,0.7,0.95,0.25,0.57,1.65,1.08,1.01,0.13,0.89,1.46,3.35,0.32,0.0,43.3,0.89,7.59,23.1,13.7,1.96,43.3,2.15,1.01,0.82,29.5,164.2,72.0,1.01,1.2,0.25,1.9,0.95,25.9,3.1,0.25,0.0,0.0,1.14,1.46,0.38,2.41,1.01,0.0,0.0,5.76,0.38,0.38,€700k,700000.0,15.755555555555556,31.5,70.03058103975535,79.59183673469387,75.3,39.01437371663244,34.54545454545455,46.97674418604652,38.13953488372093,50.0,13.45883704259595,0.12693935119887165,0.012059238363892806,0.1885049365303244,0.015867418899858956,0.19675599435825106,1.8723554301833567,0.12059238363892806,0.0926657263751763,1.0,0.10659732016925247,0.10659732016925247,4
Saïd Benrahma,ALG,FWMF,West Ham,Premier League,27,20,12,1193,3,0.83,3.6144578313253013,3.6144578313253013,22.4,0.23,0.15,0.15,27.8,34.6,387.9,87.7,17.4,19.2,8.5,10.6,1.2,2.78,0.08,2.11,1.13,0.83,0.45,3.46,34.6,33.5,1.05,0.0,0.0,0.08,2.86,0.53,0.08,0.08,0.0,0.0,27.8,0.08,0.83,4.51,3.38,0.08,0.6,0.3,0.15,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.05,0.45,0.6,0.08,0.38,0.3,0.98,0.68,0.9,0.08,0.83,0.45,1.5,0.68,0.0,47.4,0.75,5.71,16.9,25.6,3.16,47.2,5.94,2.33,2.78,31.0,226.5,110.2,4.36,2.33,1.5,2.63,1.73,35.3,11.6,0.0,0.0,0.0,0.6,0.68,0.38,2.86,0.45,0.0,0.0,5.04,0.23,0.45,€9.00m,9000000.0,13.255555555555556,27.666666666666668,80.34682080924856,90.625,80.18867924528303,43.16546762589928,30.612244897959183,39.225589225589225,46.801346801346796,33.8235294117647,16.012735246411598,0.22632020117351215,0.00603520536462699,0.3402347024308466,0.00603520536462699,0.26102263202011733,2.338642078792959,0.07921207041072925,0.03394803017602682,1.0,0.17547359597652973,0.17547359597652973,4
Saúl Ñíguez,ESP,MFDF,Atlético Madrid,La Liga,28,16,6,536,1,0.83,1.2048192771084338,1.2048192771084338,19.5,0.0,0.0,0.0,35.2,47.2,504.8,117.2,21.8,25.7,11.2,14.8,1.5,3.17,0.17,0.17,2.17,0.5,0.0,3.33,47.2,43.7,3.33,0.33,0.0,0.17,1.67,2.83,0.0,0.0,0.0,0.0,35.2,0.17,1.0,1.67,1.33,0.0,0.0,0.33,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,4.17,2.5,1.5,2.0,0.67,2.0,3.33,1.33,2.5,0.33,2.17,1.5,5.67,2.17,0.0,62.8,3.17,15.0,31.8,16.3,2.17,62.8,1.67,1.33,0.33,26.5,128.2,58.7,1.33,1.17,0.5,1.67,0.33,38.3,5.83,1.17,0.0,0.0,4.0,0.33,0.17,1.67,2.5,0.0,0.0,4.83,4.17,1.67,€2.00m,2000000.0,5.955555555555556,83.0,74.57627118644068,84.82490272373542,75.67567567567566,47.3186119873817,60.06006006006006,79.64071856287426,19.76047904191617,71.4041095890411,14.508658238524095,0.16791044776119401,0.028544776119402985,0.280410447761194,0.05541044776119403,0.5591417910447761,4.449626865671641,0.700186567164179,0.251865671641791,1.0,0.18478544776119404,0.18478544776119404,4
Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,26,18,17,1462,0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,34.0,42.8,678.5,256.4,9.69,11.4,19.9,23.3,4.01,7.22,0.0,0.43,2.1,0.19,0.06,2.04,42.8,40.7,1.91,0.62,0.0,0.19,0.12,1.3,0.0,0.0,0.0,0.0,34.0,0.19,0.12,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.74,0.43,0.43,0.19,0.12,0.37,0.62,0.25,1.23,0.86,0.37,0.68,1.42,5.0,0.06,51.7,9.01,29.9,19.6,2.41,0.99,51.7,0.43,0.31,0.06,25.8,114.0,57.1,0.31,0.06,0.0,0.12,0.12,30.3,0.06,0.25,0.0,0.0,0.49,0.25,0.0,0.12,0.43,0.0,0.0,3.95,1.91,1.36,€4.00m,4000000.0,16.244444444444444,0.0,79.4392523364486,85.0,85.4077253218884,55.54016620498615,59.67741935483871,72.09302325581396,13.953488372093023,58.40978593272171,15.201805169084134,0.0,0.0,0.0344733242134063,0.0036935704514363885,0.12558139534883722,1.5882352941176472,0.04555403556771546,0.041860465116279076,1.0,0.020006839945280443,0.020006839945280443,4
